session,side,rng_pips,sweep_m,depth_pips,reclaim_min,entry_px,spread_pips,fade_outcome,fade_r,fade_minutes,fade_rr,cont_bps_60,cont_bps_120,symbol,mode,window,reclaimed,sweep_hour
2023-05-28,1,54.94999999999948,600,249.35000000000116,,,,,,,,6.911391683528086,-1.2112748311337467,USDJPY,lagged,A00-07/obs16,False,7
2023-05-29,1,52.44999999999891,600,177.35000000000127,,,,,,,,-7.0165940668801055,-14.638681022784391,USDJPY,lagged,A00-07/obs16,False,7
2023-05-30,1,46.15000000000009,600,170.10000000000218,,,,,,,,15.94713435370874,28.561496808782227,USDJPY,lagged,A00-07/obs16,False,7
2023-05-31,1,43.69999999999834,600,1.1000000000024102,0.0,139.687,0.6674603174599856,SL,-1.0,4.0,7.46017699115063,18.11185682326521,8.089485458612943,USDJPY,lagged,A00-07/obs16,True,7
2023-06-01,-1,49.89999999999952,600,87.14999999999975,443.0,139.6535,0.6735632183908601,OPEN,0.11280969952556648,95.0,0.4765419082762259,-11.73518792499433,4.535686130520962,USDJPY,lagged,A00-07/obs16,True,7
2023-06-04,-1,69.90000000000123,680,2.250000000000796,1.0,140.2485,0.6440559440559983,SL,-1.0,256.0,8.393749999998798,-8.487511233468705,-9.521703778723415,USDJPY,lagged,A00-07/obs16,True,8
2023-06-05,-1,97.14999999999918,600,86.50000000000091,464.0,139.965,0.515760869565224,OPEN,-0.32720178372351993,74.0,1.0808249721293424,12.628482250167087,12.628482250167087,USDJPY,lagged,A00-07/obs16,True,7
2023-06-06,-1,60.84999999999923,600,11.849999999998317,8.0,139.31799999999998,0.5256249999997387,SL,-1.0,406.0,3.980263157895946,-18.605987679820014,-12.104667660422376,USDJPY,lagged,A00-07/obs16,True,7
2023-06-07,1,69.39999999999884,600,18.900000000002137,55.0,139.749,0.5866666666667584,TP,2.7341513292431485,350.0,2.7341513292431485,-11.115995953919679,-11.795108246924661,USDJPY,lagged,A00-07/obs16,True,7
2023-06-08,1,44.99999999999886,600,67.05000000000041,,,,,,,,11.044493531082102,12.622278321240183,USDJPY,lagged,A00-07/obs16,False,7
