tf,họ,công cụ,N,k,ts,ALL,FORM,OOS,n,thắng%,net,t,năm+
M30,accel,GBPCAD,48,2.0,48,0.113,0.089,0.164,461,52.7,0.8,0.35,4/7
M30,accel,GBPCAD,48,2.0,192,0.001,-0.119,0.275,408,57.1,0.01,0.0,3/7
M30,accel,GBPCAD,48,2.5,48,-0.016,0.285,-0.602,214,49.1,-0.16,-0.05,3/7
M30,accel,GBPCAD,48,2.5,192,-0.139,-0.195,-0.018,197,54.3,-2.85,-0.42,2/7
M30,accel,GBPCAD,96,1.5,48,0.14,-0.149,0.843,615,50.9,0.96,0.43,6/7
M30,accel,GBPCAD,96,1.5,192,-0.347,-0.691,0.407,381,53.8,-4.7,-1.05,3/7
M30,accel,GBPCAD,96,2.0,48,-0.573,-0.744,-0.23,309,44.7,-4.85,-1.76,2/7
M30,accel,GBPCAD,96,2.0,192,-0.623,-0.744,-0.385,226,49.6,-11.84,-1.92,3/7
M30,accel,GBPCAD,96,2.5,48,0.203,0.167,0.273,140,47.1,2.59,0.62,5/7
M30,accel,GBPCAD,96,2.5,192,-0.461,-0.423,-0.571,123,45.5,-13.04,-1.4,2/7
M30,accel,AUDCAD,12,1.5,48,-1.047,-1.176,-0.812,2178,51.7,-2.74,-3.22,0/7
M30,accel,AUDCAD,12,1.5,192,-0.811,-1.027,-0.413,1976,52.7,-2.38,-2.46,2/7
M30,accel,AUDCAD,12,2.0,48,-0.495,-0.189,-1.145,1238,51.1,-1.99,-1.54,2/7
M30,accel,AUDCAD,12,2.0,192,-0.44,-0.272,-0.781,952,53.4,-2.75,-1.38,2/7
M30,accel,AUDCAD,12,2.5,48,0.254,0.301,0.165,582,53.8,1.6,0.78,5/7
M30,accel,AUDCAD,12,2.5,192,0.31,0.544,-0.124,439,55.1,3.53,0.96,4/7
M30,accel,AUDCAD,24,1.5,48,-0.357,-0.447,-0.199,1335,52.6,-1.33,-1.1,2/7
M30,accel,AUDCAD,24,1.5,192,-0.564,-0.687,-0.339,1127,53.4,-2.78,-1.72,1/7
M30,accel,AUDCAD,24,2.0,48,-0.565,-0.872,-0.005,791,50.3,-2.91,-1.78,2/7
M30,accel,AUDCAD,24,2.0,192,-0.544,-0.686,-0.277,631,53.7,-4.45,-1.67,2/7
M30,accel,AUDCAD,24,2.5,48,-0.22,-0.429,0.197,390,49.0,-1.83,-0.68,2/7
M30,accel,AUDCAD,24,2.5,192,-0.274,-0.225,-0.402,317,50.2,-4.82,-0.92,3/7
M30,accel,AUDCAD,48,1.5,48,0.46,0.241,0.886,796,50.6,2.69,1.42,6/7
M30,accel,AUDCAD,48,1.5,192,0.667,0.46,1.094,664,57.2,5.96,2.07,5/7
M30,accel,AUDCAD,48,2.0,48,0.303,0.258,0.386,446,49.8,2.49,0.93,4/7
M30,accel,AUDCAD,48,2.0,192,-0.029,0.023,-0.139,395,55.4,-0.39,-0.09,3/7
M30,accel,AUDCAD,48,2.5,48,0.517,0.565,0.435,216,53.2,5.95,1.59,5/7
M30,accel,AUDCAD,48,2.5,192,0.475,0.593,0.236,202,59.9,10.08,1.46,5/7
M30,accel,AUDCAD,96,1.5,48,0.314,0.287,0.362,594,52.0,2.32,0.96,5/7
M30,accel,AUDCAD,96,1.5,192,0.576,0.642,0.456,385,58.2,8.53,1.87,5/7
M30,accel,AUDCAD,96,2.0,48,-0.013,0.073,-0.159,299,47.5,-0.13,-0.04,3/7
M30,accel,AUDCAD,96,2.0,192,-0.152,-0.101,-0.251,217,51.2,-2.79,-0.46,4/7
M30,accel,AUDCAD,96,2.5,48,-0.246,-0.122,-0.418,141,51.1,-4.09,-0.75,3/7
M30,accel,AUDCAD,96,2.5,192,-0.478,-0.435,-0.543,117,43.6,-14.41,-1.46,2/7
M30,accel,NZDCAD,12,1.5,48,-0.449,-0.778,0.225,2197,54.3,-1.19,-1.37,2/7
M30,accel,NZDCAD,12,1.5,192,-0.575,-0.812,-0.106,1990,54.0,-1.7,-1.74,2/7
M30,accel,NZDCAD,12,2.0,48,-0.531,-0.638,-0.323,1245,53.3,-2.18,-1.65,1/7
M30,accel,NZDCAD,12,2.0,192,-0.49,-0.714,-0.052,962,53.3,-3.01,-1.52,1/7
M30,accel,NZDCAD,12,2.5,48,-0.506,-0.741,-0.038,564,52.0,-3.34,-1.56,2/7
M30,accel,NZDCAD,12,2.5,192,-0.096,-0.492,0.592,421,54.4,-1.12,-0.29,4/7
M30,accel,NZDCAD,24,1.5,48,-0.592,-0.912,0.001,1292,51.6,-2.39,-1.85,2/7
M30,accel,NZDCAD,24,1.5,192,-0.596,-0.942,0.022,1066,53.4,-3.25,-1.85,3/7
M30,accel,NZDCAD,24,2.0,48,-0.448,-0.552,-0.246,774,50.4,-2.5,-1.4,2/7
M30,accel,NZDCAD,24,2.0,192,0.109,-0.09,0.531,620,56.1,1.04,0.35,3/7
M30,accel,NZDCAD,24,2.5,48,-0.062,-0.198,0.218,389,49.9,-0.53,-0.19,3/7
M30,accel,NZDCAD,24,2.5,192,0.004,-0.251,0.578,327,55.7,0.06,0.01,4/7
M30,accel,NZDCAD,48,1.5,48,-0.036,-0.007,-0.092,783,50.3,-0.22,-0.11,2/7
M30,accel,NZDCAD,48,1.5,192,-0.124,-0.005,-0.356,637,56.5,-1.15,-0.39,3/7
M30,accel,NZDCAD,48,2.0,48,0.162,0.464,-0.37,466,50.0,1.28,0.5,4/7
M30,accel,NZDCAD,48,2.0,192,0.164,0.522,-0.501,402,57.7,2.16,0.51,3/7
M30,accel,NZDCAD,48,2.5,48,0.243,0.334,0.071,212,52.8,3.08,0.75,3/7
M30,accel,NZDCAD,48,2.5,192,0.332,0.473,0.048,200,52.0,7.39,1.02,4/7
M30,accel,NZDCAD,96,1.5,48,0.314,0.667,-0.459,588,50.7,2.2,0.97,4/7
M30,accel,NZDCAD,96,1.5,192,0.44,0.738,-0.14,382,59.7,6.09,1.35,3/7
M30,accel,NZDCAD,96,2.0,48,0.338,0.548,-0.132,303,51.8,3.43,1.03,5/7
M30,accel,NZDCAD,96,2.0,192,0.027,0.09,-0.096,237,54.0,0.55,0.08,3/7
M30,accel,NZDCAD,96,2.5,48,0.115,0.066,0.259,127,48.0,2.18,0.35,3/7
M30,accel,NZDCAD,96,2.5,192,-0.319,-0.095,-0.726,111,48.6,-9.21,-0.96,3/7
M30,accel,CHFJPY,12,1.5,48,-0.858,-0.939,-0.713,2142,52.7,-2.44,-2.62,1/7
M30,accel,CHFJPY,12,1.5,192,-0.662,-0.822,-0.374,1944,52.7,-2.09,-1.98,1/7
M30,accel,CHFJPY,12,2.0,48,-0.444,-0.664,-0.029,1259,51.8,-1.95,-1.37,2/7
M30,accel,CHFJPY,12,2.0,192,-0.267,-0.442,0.024,983,52.9,-1.7,-0.83,2/7
M30,accel,CHFJPY,12,2.5,48,-0.374,-0.603,0.096,557,49.6,-3.02,-1.18,2/7
M30,accel,CHFJPY,12,2.5,192,-0.727,-0.814,-0.567,429,52.2,-9.89,-2.28,1/7
M30,accel,CHFJPY,24,1.5,48,-0.239,-0.541,0.366,1340,53.2,-1.01,-0.75,4/7
M30,accel,CHFJPY,24,1.5,192,-0.357,-0.855,0.567,1126,54.1,-2.09,-1.12,2/7
M30,accel,CHFJPY,24,2.0,48,-0.293,-0.606,0.356,804,53.7,-1.75,-0.93,3/7
M30,accel,CHFJPY,24,2.0,192,-0.572,-0.788,-0.163,633,55.0,-5.84,-1.81,2/7
M30,accel,CHFJPY,24,2.5,48,-0.106,-0.464,0.523,369,50.4,-0.96,-0.32,4/7
M30,accel,CHFJPY,24,2.5,192,0.106,-0.143,0.535,311,53.4,1.73,0.33,5/7
M30,accel,CHFJPY,48,1.5,48,-0.132,-0.231,0.04,762,50.7,-0.82,-0.41,3/7
M30,accel,CHFJPY,48,1.5,192,-0.277,-0.459,0.06,633,57.0,-2.7,-0.85,4/7
M30,accel,CHFJPY,48,2.0,48,0.027,0.026,0.029,465,50.8,0.22,0.08,4/7
M30,accel,CHFJPY,48,2.0,192,-0.15,-0.354,0.235,408,56.9,-2.08,-0.47,3/7
M30,accel,CHFJPY,48,2.5,48,0.035,0.013,0.078,239,51.0,0.43,0.1,3/7
M30,accel,CHFJPY,48,2.5,192,0.094,-0.153,0.549,217,53.5,1.97,0.28,3/7
M30,accel,CHFJPY,96,1.5,48,0.065,0.016,0.159,588,52.4,0.47,0.2,4/7
M30,accel,CHFJPY,96,1.5,192,0.075,-0.111,0.421,372,56.5,1.13,0.23,3/7
M30,accel,CHFJPY,96,2.0,48,-0.104,0.035,-0.409,327,50.2,-1.18,-0.32,2/7
M30,accel,CHFJPY,96,2.0,192,-0.074,-0.192,0.137,243,56.0,-1.54,-0.23,3/7
M30,accel,CHFJPY,96,2.5,48,-0.085,-0.096,-0.065,149,51.7,-1.27,-0.26,4/7
M30,accel,CHFJPY,96,2.5,192,-0.257,-0.154,-0.465,121,49.6,-7.72,-0.78,4/7
M30,accel,CADCHF,12,1.5,48,-0.545,-0.165,-1.261,2168,53.9,-1.5,-1.66,2/7
M30,accel,CADCHF,12,1.5,192,-0.542,-0.192,-1.21,1964,54.6,-1.68,-1.64,2/7
M30,accel,CADCHF,12,2.0,48,-0.732,-0.833,-0.549,1268,51.3,-2.97,-2.27,0/7
M30,accel,CADCHF,12,2.0,192,-0.404,-0.45,-0.32,999,54.2,-2.37,-1.22,2/7
M30,accel,CADCHF,12,2.5,48,-0.46,-0.622,-0.18,582,49.3,-3.12,-1.42,2/7
M30,accel,CADCHF,12,2.5,192,-0.327,-0.538,0.031,435,53.1,-4.11,-1.01,3/7
M30,accel,CADCHF,24,1.5,48,-0.884,-1.129,-0.495,1313,51.2,-3.65,-2.75,1/7
M30,accel,CADCHF,24,1.5,192,-0.853,-0.917,-0.742,1095,51.7,-4.71,-2.61,1/7
M30,accel,CADCHF,24,2.0,48,-0.772,-1.112,-0.189,792,52.3,-4.46,-2.4,0/7
M30,accel,CADCHF,24,2.0,192,-0.526,-0.902,0.169,632,55.4,-4.7,-1.62,2/7
M30,accel,CADCHF,24,2.5,48,-0.51,-0.922,0.091,386,53.4,-4.57,-1.57,2/7
M30,accel,CADCHF,24,2.5,192,0.033,-0.107,0.279,321,57.3,0.51,0.1,4/7
M30,accel,CADCHF,48,1.5,48,-0.401,-0.656,0.053,794,50.9,-2.37,-1.25,2/7
M30,accel,CADCHF,48,1.5,192,-0.179,-0.416,0.247,659,55.7,-1.56,-0.56,2/7
M30,accel,CADCHF,48,2.0,48,-0.055,-0.398,0.54,496,51.6,-0.43,-0.17,2/7
M30,accel,CADCHF,48,2.0,192,0.373,0.151,0.744,426,55.2,4.4,1.16,4/7
M30,accel,CADCHF,48,2.5,48,-0.214,-0.964,0.773,231,51.5,-2.65,-0.66,2/7
M30,accel,CADCHF,48,2.5,192,0.32,-0.094,0.96,212,51.9,6.34,0.98,3/7
M30,accel,CADCHF,96,1.5,48,0.013,0.151,-0.251,589,49.6,0.09,0.04,5/7
M30,accel,CADCHF,96,1.5,192,0.225,0.163,0.353,381,58.3,3.04,0.69,5/7
M30,accel,CADCHF,96,2.0,48,0.227,0.329,0.043,324,50.6,2.02,0.69,3/7
M30,accel,CADCHF,96,2.0,192,0.729,0.769,0.661,249,61.8,13.23,2.25,6/7
M30,accel,CADCHF,96,2.5,48,0.488,0.233,0.868,150,58.0,7.77,1.49,6/7
M30,accel,CADCHF,96,2.5,192,0.783,0.628,1.051,134,63.4,22.51,2.43,7/7
M30,accel,EURUSD,12,1.5,48,-0.023,-0.294,0.48,2551,54.8,-0.05,-0.07,4/7
M30,accel,EURUSD,12,1.5,192,-0.074,-0.329,0.424,2291,55.3,-0.2,-0.23,5/7
M30,accel,EURUSD,12,2.0,48,-0.129,-0.216,0.031,1548,53.7,-0.42,-0.4,4/7
M30,accel,EURUSD,12,2.0,192,-0.3,-0.383,-0.151,1174,53.7,-1.52,-0.92,4/7
M30,accel,EURUSD,12,2.5,48,-0.023,-0.248,0.428,733,53.1,-0.12,-0.07,4/7
M30,accel,EURUSD,12,2.5,192,0.087,-0.203,0.631,552,54.3,0.83,0.27,4/7
M30,accel,EURUSD,24,1.5,48,-0.212,-0.298,-0.063,1645,53.3,-0.67,-0.65,3/7
M30,accel,EURUSD,24,1.5,192,0.035,0.111,-0.103,1378,54.8,0.15,0.11,4/7
M30,accel,EURUSD,24,2.0,48,0.119,0.411,-0.409,975,52.9,0.52,0.37,3/7
M30,accel,EURUSD,24,2.0,192,0.383,0.499,0.167,776,56.7,2.84,1.16,4/7
M30,accel,EURUSD,24,2.5,48,-0.557,-0.36,-0.911,423,45.4,-3.99,-1.72,3/7
M30,accel,EURUSD,24,2.5,192,-0.319,-0.149,-0.676,361,51.0,-4.25,-0.99,3/7
M30,accel,EURUSD,48,1.5,48,-0.574,-0.65,-0.445,942,49.0,-2.76,-1.76,1/7
M30,accel,EURUSD,48,1.5,192,-0.466,-0.569,-0.274,778,55.4,-3.57,-1.45,1/7
M30,accel,EURUSD,48,2.0,48,-0.497,-0.498,-0.5,570,50.9,-3.03,-1.52,1/7
M30,accel,EURUSD,48,2.0,192,-0.323,-0.482,-0.017,500,55.2,-3.43,-0.99,2/7
M30,accel,EURUSD,48,2.5,48,-0.172,-0.3,0.053,285,49.8,-1.55,-0.52,3/7
M30,accel,EURUSD,48,2.5,192,-0.166,-0.559,0.549,271,51.3,-2.69,-0.51,4/7
M30,accel,EURUSD,96,1.5,48,-0.033,0.058,-0.178,703,50.1,-0.18,-0.1,4/7
M30,accel,EURUSD,96,1.5,192,-0.138,-0.28,0.122,455,54.7,-1.67,-0.42,3/7
M30,accel,EURUSD,96,2.0,48,0.471,0.373,0.65,358,53.4,3.89,1.45,5/7
M30,accel,EURUSD,96,2.0,192,0.135,0.011,0.36,278,56.5,2.33,0.41,4/7
M30,accel,EURUSD,96,2.5,48,0.192,0.507,-0.331,160,50.0,2.18,0.59,4/7
M30,accel,EURUSD,96,2.5,192,-0.561,-0.839,-0.065,138,47.8,-14.6,-1.73,3/7
M30,accel,USDCHF,12,1.5,48,-1.0,-0.784,-1.335,2420,52.6,-2.47,-3.03,0/7
M30,accel,USDCHF,12,1.5,192,-1.072,-0.961,-1.247,2164,52.9,-3.13,-3.29,0/7
M30,accel,USDCHF,12,2.0,48,-0.516,-0.206,-0.995,1468,54.0,-1.88,-1.6,1/7
M30,accel,USDCHF,12,2.0,192,-0.662,-0.316,-1.178,1153,53.3,-3.54,-2.03,2/7
M30,accel,USDCHF,12,2.5,48,-0.089,0.03,-0.269,704,51.8,-0.53,-0.28,2/7
M30,accel,USDCHF,12,2.5,192,0.137,0.307,-0.125,530,55.8,1.45,0.42,3/7
M30,accel,USDCHF,24,1.5,48,-0.317,-0.05,-0.725,1521,54.2,-1.16,-0.98,2/7
M30,accel,USDCHF,24,1.5,192,-0.449,-0.093,-1.003,1272,55.2,-2.19,-1.35,3/7
M30,accel,USDCHF,24,2.0,48,-0.218,0.023,-0.587,939,52.5,-1.07,-0.68,2/7
M30,accel,USDCHF,24,2.0,192,-0.042,0.452,-0.831,746,55.9,-0.35,-0.13,2/7
M30,accel,USDCHF,24,2.5,48,0.032,-0.102,0.237,430,53.7,0.25,0.1,4/7
M30,accel,USDCHF,24,2.5,192,0.537,0.826,0.059,376,55.3,7.35,1.66,5/7
M30,accel,USDCHF,48,1.5,48,-0.68,-0.8,-0.505,901,48.6,-3.7,-2.15,0/7
M30,accel,USDCHF,48,1.5,192,-0.684,-1.137,0.026,732,54.5,-5.79,-2.12,2/7
M30,accel,USDCHF,48,2.0,48,-0.663,-0.758,-0.526,535,46.9,-4.72,-2.05,0/7
M30,accel,USDCHF,48,2.0,192,-0.516,-0.728,-0.142,458,51.5,-6.38,-1.59,1/7
M30,accel,USDCHF,48,2.5,48,-0.487,-0.43,-0.567,266,45.1,-4.92,-1.5,0/7
M30,accel,USDCHF,48,2.5,192,-0.686,-0.682,-0.691,248,44.0,-12.38,-2.11,0/7
M30,accel,USDCHF,96,1.5,48,-0.221,-0.331,-0.046,641,50.1,-1.47,-0.69,3/7
M30,accel,USDCHF,96,1.5,192,-0.502,-0.526,-0.462,401,50.6,-7.27,-1.55,2/7
M30,accel,USDCHF,96,2.0,48,-0.416,-0.667,0.003,355,47.0,-3.64,-1.28,2/7
M30,accel,USDCHF,96,2.0,192,-0.348,-0.756,0.296,254,49.2,-6.86,-1.07,3/7
M30,accel,USDCHF,96,2.5,48,-0.132,-0.252,0.048,173,48.0,-1.81,-0.4,3/7
M30,accel,USDCHF,96,2.5,192,-0.227,-0.258,-0.179,143,53.1,-6.75,-0.69,3/7
M30,hl_range,EURGBP,10,1.5,48,-0.832,-0.632,-1.49,4443,40.7,-0.94,-2.43,1/7
M30,hl_range,EURGBP,10,1.5,192,-0.866,-0.679,-1.469,4381,40.6,-0.99,-2.52,0/7
M30,hl_range,EURGBP,10,2.0,48,-0.068,0.046,-0.391,1646,43.2,-0.2,-0.22,2/7
M30,hl_range,EURGBP,10,2.0,192,-0.274,-0.192,-0.549,1378,40.0,-1.01,-0.86,2/7
M30,hl_range,EURGBP,10,2.5,48,-0.221,-0.443,0.352,749,47.7,-1.06,-0.68,3/7
M30,hl_range,EURGBP,10,2.5,192,-0.094,-0.159,0.065,544,42.8,-0.79,-0.29,3/7
M30,hl_range,EURGBP,20,1.5,48,-1.245,-0.974,-2.235,5521,39.1,-1.13,-3.64,1/7
M30,hl_range,EURGBP,20,1.5,192,-1.248,-0.975,-2.239,5498,39.2,-1.14,-3.65,1/7
M30,hl_range,EURGBP,20,2.0,48,-0.393,-0.242,-0.878,2166,41.4,-0.91,-1.22,3/7
M30,hl_range,EURGBP,20,2.0,192,-0.503,-0.389,-0.919,1945,41.1,-1.29,-1.53,2/7
M30,hl_range,EURGBP,20,2.5,48,-0.04,0.043,-0.273,1027,45.9,-0.16,-0.12,3/7
M30,hl_range,EURGBP,20,2.5,192,-0.297,-0.233,-0.533,786,42.9,-1.83,-0.93,3/7
M30,hl_range,EURGBP,40,1.5,48,-0.8,-0.735,-1.101,4678,40.0,-0.84,-2.34,0/7
M30,hl_range,EURGBP,40,1.5,192,-0.72,-0.629,-1.095,4597,39.9,-0.78,-2.08,0/7
M30,hl_range,EURGBP,40,2.0,48,-0.552,-0.462,-0.926,1918,41.9,-1.36,-1.74,1/7
M30,hl_range,EURGBP,40,2.0,192,-0.599,-0.412,-1.289,1636,40.8,-1.91,-1.89,1/7
M30,hl_range,EURGBP,40,2.5,48,-0.753,-0.864,-0.54,957,42.5,-3.03,-2.28,2/7
M30,hl_range,EURGBP,40,2.5,192,-0.939,-1.028,-0.81,720,39.3,-6.07,-2.86,0/7
M30,hl_range,EURGBP,80,1.5,48,-0.943,-0.636,-1.939,4712,39.8,-0.99,-2.75,0/7
M30,hl_range,EURGBP,80,1.5,192,-0.964,-0.639,-2.053,4621,39.6,-1.02,-2.75,1/7
M30,hl_range,EURGBP,80,2.0,48,-0.351,-0.217,-0.804,1954,42.8,-0.81,-1.03,1/7
M30,hl_range,EURGBP,80,2.0,192,-0.501,-0.375,-0.95,1687,42.1,-1.48,-1.49,1/7
M30,hl_range,EURGBP,80,2.5,48,-0.645,-0.738,-0.473,990,42.9,-2.6,-2.05,0/7
M30,hl_range,EURGBP,80,2.5,192,-0.641,-0.758,-0.398,763,39.2,-4.33,-2.01,1/7
M30,hl_range,EURAUD,10,1.5,48,-0.329,-0.152,-0.688,3959,40.9,-0.54,-0.94,1/7
M30,hl_range,EURAUD,10,1.5,192,-0.381,-0.217,-0.703,3896,40.8,-0.62,-1.06,1/7
M30,hl_range,EURAUD,10,2.0,48,-0.185,-0.218,-0.12,1428,44.5,-0.79,-0.58,2/7
M30,hl_range,EURAUD,10,2.0,192,-0.245,-0.269,-0.202,1131,40.2,-1.5,-0.76,3/7
M30,hl_range,EURAUD,10,2.5,48,-0.199,-0.229,-0.141,641,47.3,-1.36,-0.62,4/7
M30,hl_range,EURAUD,10,2.5,192,-0.338,-0.259,-0.505,476,41.8,-4.14,-1.03,4/7
M30,hl_range,EURAUD,20,1.5,48,-0.287,-0.134,-0.639,4148,41.5,-0.45,-0.81,2/7
M30,hl_range,EURAUD,20,1.5,192,-0.357,-0.244,-0.619,4073,41.5,-0.56,-1.01,2/7
M30,hl_range,EURAUD,20,2.0,48,-0.372,-0.065,-1.015,1629,41.7,-1.37,-1.13,3/7
M30,hl_range,EURAUD,20,2.0,192,-0.465,-0.418,-0.554,1338,41.2,-2.22,-1.39,3/7
M30,hl_range,EURAUD,20,2.5,48,-0.232,-0.03,-0.627,766,48.2,-1.44,-0.71,2/7
M30,hl_range,EURAUD,20,2.5,192,-0.112,0.153,-0.574,572,44.9,-1.16,-0.34,2/7
M30,hl_range,EURAUD,40,1.5,48,-0.296,0.215,-1.388,3993,41.5,-0.48,-0.85,2/7
M30,hl_range,EURAUD,40,1.5,192,-0.258,0.209,-1.268,3886,41.1,-0.43,-0.73,2/7
M30,hl_range,EURAUD,40,2.0,48,-0.523,-0.409,-0.818,1688,42.7,-1.91,-1.61,1/7
M30,hl_range,EURAUD,40,2.0,192,-0.39,-0.345,-0.49,1386,42.1,-1.85,-1.18,3/7
M30,hl_range,EURAUD,40,2.5,48,-0.465,-0.385,-0.658,891,44.9,-2.72,-1.43,2/7
M30,hl_range,EURAUD,40,2.5,192,-0.296,-0.211,-0.468,667,43.2,-2.92,-0.9,3/7
M30,hl_range,EURAUD,80,1.5,48,-0.447,-0.085,-1.251,4048,41.3,-0.69,-1.26,2/7
M30,hl_range,EURAUD,80,1.5,192,-0.416,-0.112,-1.104,3943,40.9,-0.67,-1.18,2/7
M30,hl_range,EURAUD,80,2.0,48,-0.537,-0.221,-1.311,1752,43.0,-1.91,-1.64,2/7
M30,hl_range,EURAUD,80,2.0,192,-0.329,-0.243,-0.546,1460,42.0,-1.55,-0.98,3/7
M30,hl_range,EURAUD,80,2.5,48,-0.372,-0.308,-0.518,895,45.0,-2.1,-1.13,3/7
M30,hl_range,EURAUD,80,2.5,192,-0.316,-0.402,-0.144,684,41.8,-3.07,-0.98,3/7
M30,hl_range,EURNZD,10,1.5,48,-0.767,-0.228,-2.033,3994,40.2,-1.23,-2.24,1/7
M30,hl_range,EURNZD,10,1.5,192,-0.749,-0.213,-2.032,3907,39.9,-1.24,-2.2,1/7
M30,hl_range,EURNZD,10,2.0,48,-0.313,-0.234,-0.521,1396,45.6,-1.28,-0.96,3/7
M30,hl_range,EURNZD,10,2.0,192,-0.407,-0.087,-1.012,1076,40.6,-2.22,-1.25,3/7
M30,hl_range,EURNZD,10,2.5,48,-0.463,-0.594,-0.193,602,46.8,-3.25,-1.43,1/7
M30,hl_range,EURNZD,10,2.5,192,-0.616,-0.739,-0.387,447,41.4,-7.78,-1.92,1/7
M30,hl_range,EURNZD,20,1.5,48,-1.028,-0.77,-1.634,4161,39.9,-1.56,-2.97,0/7
M30,hl_range,EURNZD,20,1.5,192,-1.016,-0.788,-1.552,4086,39.6,-1.56,-2.92,0/7
M30,hl_range,EURNZD,20,2.0,48,-0.823,-0.682,-1.2,1580,42.5,-3.03,-2.54,0/7
M30,hl_range,EURNZD,20,2.0,192,-0.781,-0.791,-0.79,1260,38.6,-3.7,-2.37,1/7
M30,hl_range,EURNZD,20,2.5,48,-0.683,-0.67,-0.743,746,46.0,-4.1,-2.13,1/7
M30,hl_range,EURNZD,20,2.5,192,-0.642,-0.67,-0.598,544,40.8,-6.62,-2.01,1/7
M30,hl_range,EURNZD,40,1.5,48,-1.167,-0.778,-2.094,4026,39.5,-1.8,-3.32,0/7
M30,hl_range,EURNZD,40,1.5,192,-1.057,-0.713,-1.855,3915,39.3,-1.7,-3.01,0/7
M30,hl_range,EURNZD,40,2.0,48,-0.747,-0.674,-0.986,1612,41.7,-2.73,-2.3,1/7
M30,hl_range,EURNZD,40,2.0,192,-0.508,-0.397,-0.747,1282,40.5,-2.47,-1.54,2/7
M30,hl_range,EURNZD,40,2.5,48,-0.684,-0.821,-0.397,826,46.4,-3.89,-2.13,2/7
M30,hl_range,EURNZD,40,2.5,192,-0.577,-0.674,-0.407,629,42.8,-5.13,-1.79,2/7
M30,hl_range,EURNZD,80,1.5,48,-1.105,-0.641,-2.207,4043,39.5,-1.73,-3.22,1/7
M30,hl_range,EURNZD,80,1.5,192,-1.005,-0.611,-1.919,3902,39.3,-1.62,-2.9,1/7
M30,hl_range,EURNZD,80,2.0,48,-0.47,-0.449,-0.552,1659,42.7,-1.75,-1.45,2/7
M30,hl_range,EURNZD,80,2.0,192,-0.265,-0.406,0.027,1365,41.2,-1.28,-0.81,2/7
M30,hl_range,EURNZD,80,2.5,48,-0.807,-1.018,-0.336,865,45.7,-4.52,-2.49,1/7
M30,hl_range,EURNZD,80,2.5,192,-0.526,-0.784,-0.026,667,42.3,-4.68,-1.62,1/7
M30,hl_range,GBPAUD,10,1.5,48,-0.345,-0.431,-0.163,3874,40.8,-0.58,-1.03,3/7
M30,hl_range,GBPAUD,10,1.5,192,-0.376,-0.488,-0.136,3795,40.7,-0.65,-1.13,3/7
M30,hl_range,GBPAUD,10,2.0,48,-0.706,-1.041,-0.012,1380,42.7,-2.96,-2.24,3/7
M30,hl_range,GBPAUD,10,2.0,192,-0.679,-1.046,0.063,1121,40.7,-3.86,-2.11,2/7
M30,hl_range,GBPAUD,10,2.5,48,-0.596,-0.757,-0.252,617,46.5,-4.12,-1.84,1/7
M30,hl_range,GBPAUD,10,2.5,192,-0.821,-0.834,-0.807,461,43.4,-9.93,-2.53,1/7
M30,hl_range,GBPAUD,20,1.5,48,-0.477,-0.582,-0.254,4167,40.6,-0.75,-1.42,2/7
M30,hl_range,GBPAUD,20,1.5,192,-0.494,-0.629,-0.205,4086,40.2,-0.8,-1.47,2/7
M30,hl_range,GBPAUD,20,2.0,48,-0.513,-0.508,-0.546,1553,42.6,-2.07,-1.67,3/7
M30,hl_range,GBPAUD,20,2.0,192,-0.43,-0.544,-0.192,1283,41.4,-2.23,-1.37,3/7
M30,hl_range,GBPAUD,20,2.5,48,-0.779,-0.708,-1.023,757,44.8,-4.99,-2.47,1/7
M30,hl_range,GBPAUD,20,2.5,192,-0.65,-0.407,-1.188,553,42.0,-7.32,-2.02,2/7
M30,hl_range,GBPAUD,40,1.5,48,-0.284,-0.12,-0.684,3945,40.9,-0.46,-0.83,2/7
M30,hl_range,GBPAUD,40,1.5,192,-0.289,-0.203,-0.502,3840,40.9,-0.48,-0.84,3/7
M30,hl_range,GBPAUD,40,2.0,48,-0.616,-0.558,-0.78,1606,42.6,-2.32,-1.97,3/7
M30,hl_range,GBPAUD,40,2.0,192,-0.494,-0.439,-0.632,1316,39.8,-2.53,-1.56,3/7
M30,hl_range,GBPAUD,40,2.5,48,-0.172,-0.161,-0.209,827,44.4,-0.99,-0.53,2/7
M30,hl_range,GBPAUD,40,2.5,192,0.036,-0.038,0.197,617,42.3,0.35,0.11,3/7
M30,hl_range,GBPAUD,80,1.5,48,-0.382,-0.41,-0.338,4048,41.3,-0.58,-1.07,2/7
M30,hl_range,GBPAUD,80,1.5,192,-0.37,-0.436,-0.237,3926,41.0,-0.58,-1.04,3/7
M30,hl_range,GBPAUD,80,2.0,48,-0.452,-0.514,-0.335,1650,43.5,-1.56,-1.34,2/7
M30,hl_range,GBPAUD,80,2.0,192,-0.232,-0.281,-0.138,1377,41.4,-1.06,-0.68,3/7
M30,hl_range,GBPAUD,80,2.5,48,-0.279,-0.371,-0.079,831,44.2,-1.6,-0.9,3/7
M30,hl_range,GBPAUD,80,2.5,192,-0.166,-0.397,0.326,625,43.4,-1.66,-0.53,3/7
M30,hl_range,GBPNZD,10,1.5,48,-0.636,-0.811,-0.271,3901,41.1,-1.07,-1.97,0/7
